Airline,AirlineID,Source airport,Source airport ID,Destination airport,Destination airport ID
EI,837,DUB,599,MCO,3878
EI,837,DUB,599,MUC,346
EI,837,DUB,599,MXP,1524
EI,837,DUB,599,NCE,1354
EI,837,DUB,599,PMI,3998
EI,837,DUB,599,PRG,1587
EI,837,DUB,599,SFO,3469
EI,837,DUB,599,VIE,1613
EI,837,DUB,599,ZRH,1678
EI,837,FCO,1555,DUB,599
EI,837,FRA,340,DUB,599
EI,837,GVA,1665,DUB,599
EI,837,IAD,3714,DUB,599
EI,837,LGW,502,DUB,599
EI,837,LIS,1638,DUB,599
EI,837,MAD,1229,DUB,599
EI,837,MAN,478,DUB,599
EI,837,MCO,3878,DUB,599
EI,837,MUC,346,DUB,599
EI,837,MXP,1524,DUB,599
EI,837,NCE,1354,DUB,599
EI,837,PMI,3998,DUB,599
EI,837,PRG,1587,DUB,599
EI,837,SFO,3469,DUB,599
EI,837,VIE,1613,DUB,599
EI,837,ZRH,1678,DUB,599
EK,2183,ARN,737,DXB,2188
EK,2183,ATH,3941,DXB,2188
EK,2183,BCN,1218,DXB,2188
EK,2183,BKK,3885,DXB,2188
EK,2183,CPH,609,DXB,2188
EK,2183,DME,4029,DXB,2188
EK,2183,DUB,599,DXB,2188
EK,2183,DUS,345,DXB,2188
EK,2183,DXB,2188,ARN,737
EK,2183,DXB,2188,ATH,3941
EK,2183,DXB,2188,BCN,1218
EK,2183,DXB,2188,BKK,3885
EK,2183,DXB,2188,CPH,609
EK,2183,DXB,2188,DME,4029
EK,2183,DXB,2188,DOH,11051
EK,2183,DXB,2188,DUB,599
EK,2183,DXB,2188,DUS,345
EK,2183,DXB,2188,FCO,1555
EK,2183,DXB,2188,FRA,340
EK,2183,DXB,2188,GRU,2564
EK,2183,DXB,2188,GVA,1665
EK,2183,DXB,2188,ICN,3930
EK,2183,DXB,2188,IST,1701
EK,2183,DXB,2188,JED,2072
EK,2183,DXB,2188,KUL,3304
EK,2183,DXB,2188,LED,2948
EK,2183,DXB,2188,LGW,502
EK,2183,DXB,2188,LIS,1638
EK,2183,DXB,2188,MAD,1229
EK,2183,DXB,2188,MAN,478
EK,2183,DXB,2188,MUC,346
EK,2183,DXB,2188,NCE,1354
EK,2183,DXB,2188,NRT,2279
EK,2183,DXB,2188,PRG,1587
EK,2183,DXB,2188,PVG,3406
EK,2183,DXB,2188,SIN,3316
EK,2183,DXB,2188,TPE,2276
EK,2183,DXB,2188,VIE,1613
EK,2183,DXB,2188,YYZ,193
EK,2183,DXB,2188,ZRH,1678
EK,2183,FCO,1555,DXB,2188
EK,2183,FRA,340,DXB,2188
EK,2183,GRU,2564,DXB,2188
EK,2183,GVA,1665,DXB,2188
EK,2183,ICN,3930,DXB,2188
EK,2183,IST,1701,DXB,2188
EK,2183,JED,2072,DXB,2188
EK,2183,KUL,3304,DXB,2188
EK,2183,LED,2948,DXB,2188
EK,2183,LGW,502,DXB,2188
EK,2183,LIS,1638,DXB,2188
EK,2183,MAD,1229,DXB,2188
EK,2183,MAN,478,DXB,2188
EK,2183,MUC,346,DXB,2188
EK,2183,NCE,1354,DXB,2188
EK,2183,NRT,2279,DXB,2188
EK,2183,PRG,1587,DXB,2188
EK,2183,PVG,3406,DXB,2188
EK,2183,SIN,3316,DXB,2188
EK,2183,TPE,2276,DXB,2188
EK,2183,VIE,1613,DXB,2188
EK,2183,YYZ,193,DXB,2188
EK,2183,ZRH,1678,DXB,2188
ET,2220,AMS,580,FRA,340
ET,2220,ARN,737,FRA,340
ET,2220,BCN,1218,FRA,340
ET,2220,BRU,302,CDG,1382
ET,2220,BRU,302,FRA,340
ET,2220,CDG,1382,BRU,302
ET,2220,DUS,345,FRA,340
ET,2220,FRA,340,AMS,580
ET,2220,FRA,340,ARN,737
ET,2220,FRA,340,BCN,1218
ET,2220,FRA,340,BRU,302
ET,2220,FRA,340,DUS,345
ET,2220,FRA,340,GVA,1665
ET,2220,FRA,340,LIS,1638
ET,2220,FRA,340,MUC,346
ET,2220,FRA,340,MXP,1524
ET,2220,FRA,340,OSL,644
ET,2220,FRA,340,PRG,1587
ET,2220,FRA,340,ZRH,1678
ET,2220,GVA,1665,FRA,340
ET,2220,LIS,1638,FRA,340
ET,2220,MXP,1524,FRA,340
ET,2220,OSL,644,FRA,340
ET,2220,PRG,1587,FRA,340
ET,2220,ZRH,1678,FRA,340
EY,2222,LIS,1638,AGP,1230
F7,2420,GVA,1665,ZRH,1678
F7,2420,ZRH,1678,GVA,1665
F9,2468,DCA,3520,DEN,3751
F9,2468,DEN,3751,DCA,3520
F9,2468,DEN,3751,FLL,3533
F9,2468,DEN,3751,IAH,3550
F9,2468,DEN,3751,LAS,3877
F9,2468,DEN,3751,MCO,3878
F9,2468,DEN,3751,SFO,3469
F9,2468,FLL,3533,DEN,3751
F9,2468,IAH,3550,DEN,3751
F9,2468,LAS,3877,DEN,3751
F9,2468,MCO,3878,DEN,3751
F9,2468,SFO,3469,DEN,3751
FL,1316,IAD,3714,DEN,3751
FR,4296,AGP,1230,BCN,1218
FR,4296,AGP,1230,BRU,302
FR,4296,AGP,1230,MAN,478
FR,4296,AGP,1230,STN,548
FR,4296,ALC,1212,BRU,302
FR,4296,ALC,1212,MAN,478
FR,4296,ALC,1212,STN,548
FR,4296,ATH,3941,STN,548
FR,4296,BCN,1218,AGP,1230
FR,4296,BCN,1218,BRU,302
FR,4296,BCN,1218,MAN,478
FR,4296,BCN,1218,STN,548
FR,4296,BRU,302,AGP,1230
FR,4296,BRU,302,ALC,1212
FR,4296,BRU,302,BCN,1218
FR,4296,BRU,302,PMI,3998
FR,4296,DUB,599,STN,548
FR,4296,LIS,1638,MAN,478
FR,4296,LIS,1638,STN,548
FR,4296,MAD,1229,MAN,478
FR,4296,MAD,1229,STN,548
FR,4296,MAN,478,AGP,1230
FR,4296,MAN,478,ALC,1212
FR,4296,MAN,478,BCN,1218
FR,4296,MAN,478,LIS,1638
FR,4296,MAN,478,MAD,1229
FR,4296,PMI,3998,BRU,302
FR,4296,PMI,3998,STN,548
FR,4296,PRG,1587,STN,548
FR,4296,STN,548,AGP,1230
FR,4296,STN,548,ALC,1212
FR,4296,STN,548,ATH,3941
FR,4296,STN,548,BCN,1218
FR,4296,STN,548,DUB,599
FR,4296,STN,548,LIS,1638
FR,4296,STN,548,MAD,1229
FR,4296,STN,548,PMI,3998
FR,4296,STN,548,PRG,1587
FV,641,DUS,345,LED,2948
FV,641,LED,2948,DUS,345
FZ,14485,DXB,2188,SAW,4317
FZ,14485,SAW,4317,DXB,2188
GA,2520,IST,1701,SIN,3316
GA,2520,SIN,3316,IST,1701
HA,2688,LAS,3877,SFO,3469
HA,2688,SFO,3469,LAS,3877
HG,3661,DME,4029,VIE,1613
HG,3661,VIE,1613,DME,4029
HU,2660,BRU,302,CPH,609
HU,2660,BRU,302,GVA,1665
HU,2660,BRU,302,MXP,1524
HU,2660,BRU,302,PEK,3364
HU,2660,BRU,302,TXL,351
HU,2660,CPH,609,BRU,302
HU,2660,GVA,1665,BRU,302
HU,2660,LED,2948,PEK,3364
HU,2660,MXP,1524,BRU,302
HU,2660,PEK,3364,BRU,302
HU,2660,PEK,3364,LED,2948
HU,2660,TXL,351,BRU,302
HV,5039,AGP,1230,AMS,580
HV,5039,ALC,1212,AMS,580
HV,5039,AMS,580,AGP,1230
HV,5039,AMS,580,ALC,1212
HV,5039,AMS,580,ATH,3941
HV,5039,AMS,580,BCN,1218
HV,5039,AMS,580,PMI,3998
HV,5039,AMS,580,SAW,4317
HV,5039,ATH,3941,AMS,580
HV,5039,BCN,1218,AMS,580
HV,5039,PMI,3998,AMS,580
HV,5039,SAW,4317,AMS,580
IB,2822,AGP,1230,DME,4029
IB,2822,AGP,1230,MAD,1229
IB,2822,AGP,1230,ORY,1386
IB,2822,ALC,1212,BCN,1218
IB,2822,ALC,1212,DME,4029
IB,2822,ALC,1212,FCO,1555
IB,2822,ALC,1212,MAD,1229
IB,2822,ALC,1212,ORY,1386
IB,2822,ARN,737,MAD,1229
IB,2822,BCN,1218,ALC,1212
IB,2822,BCN,1218,DME,4029
IB,2822,BCN,1218,LED,2948
IB,2822,BCN,1218,LIS,1638
IB,2822,BCN,1218,MAD,1229
IB,2822,BCN,1218,MUC,346
IB,2822,BCN,1218,MXP,1524
IB,2822,BCN,1218,NCE,1354
IB,2822,BCN,1218,ORY,1386
IB,2822,BCN,1218,PRG,1587
IB,2822,BCN,1218,ZRH,1678
IB,2822,DME,4029,AGP,1230
IB,2822,DME,4029,ALC,1212
IB,2822,DME,4029,BCN,1218
IB,2822,DME,4029,MAD,1229
IB,2822,DME,4029,PMI,3998
IB,2822,FCO,1555,ALC,1212
IB,2822,FCO,1555,ORY,1386
IB,2822,LED,2948,BCN,1218
IB,2822,LIS,1638,BCN,1218
IB,2822,LIS,1638,MAD,1229
IB,2822,LIS,1638,ORY,1386
IB,2822,MAD,1229,AGP,1230
IB,2822,MAD,1229,ALC,1212
IB,2822,MAD,1229,ARN,737
IB,2822,MAD,1229,DME,4029
IB,2822,MAD,1229,LIS,1638
IB,2822,MAD,1229,MXP,1524
IB,2822,MAD,1229,NCE,1354
IB,2822,MAD,1229,PRG,1587
IB,2822,MUC,346,BCN,1218
IB,2822,MXP,1524,BCN,1218
IB,2822,MXP,1524,MAD,1229
IB,2822,NCE,1354,BCN,1218
IB,2822,NCE,1354,MAD,1229
IB,2822,ORY,1386,AGP,1230
IB,2822,ORY,1386,ALC,1212
IB,2822,ORY,1386,BCN,1218
IB,2822,ORY,1386,FCO,1555
IB,2822,ORY,1386,LIS,1638
IB,2822,PMI,3998,DME,4029
IB,2822,PRG,1587,BCN,1218
IB,2822,PRG,1587,MAD,1229
IB,2822,ZRH,1678,BCN,1218
JJ,4867,FRA,340,GRU,2564
JJ,4867,GRU,2564,FRA,340
JJ,4867,GRU,2564,MUC,346
JJ,4867,GRU,2564,MXP,1524
JJ,4867,MUC,346,GRU,2564
JJ,4867,MXP,1524,GRU,2564
JL,2987,DME,4029,NRT,2279
JL,2987,DOH,11051,NRT,2279
JL,2987,FRA,340,NRT,2279
JL,2987,NRT,2279,DME,4029
JL,2987,NRT,2279,DOH,11051
JL,2987,NRT,2279,FRA,340
KE,3163,AMS,580,ICN,3930
KE,3163,FRA,340,ICN,3930
KE,3163,IAH,3550,ICN,3930
KE,3163,ICN,3930,AMS,580
KE,3163,ICN,3930,FRA,340
KE,3163,ICN,3930,IAH,3550
KE,3163,ICN,3930,IST,1701
KE,3163,ICN,3930,KMG,3382
KE,3163,ICN,3930,LED,2948
KE,3163,ICN,3930,MAD,1229
KE,3163,ICN,3930,PRG,1587
KE,3163,ICN,3930,SVO,2985
KE,3163,ICN,3930,VIE,1613
KE,3163,ICN,3930,YYZ,193
KE,3163,IST,1701,ICN,3930
KE,3163,KMG,3382,ICN,3930
KE,3163,LED,2948,ICN,3930
KE,3163,MAD,1229,ICN,3930
KE,3163,PRG,1587,ICN,3930
KE,3163,SVO,2985,ICN,3930
KE,3163,YYZ,193,ICN,3930
KE,3163,ZRH,1678,ICN,3930
KL,3090,AMS,580,BRU,302
KL,3090,AMS,580,DEL,3093
KL,3090,AMS,580,GRU,2564
KL,3090,AMS,580,GVA,1665
KL,3090,AMS,580,IST,1701
KL,3090,AMS,580,LED,2948
KL,3090,AMS,580,MAD,1229
KL,3090,AMS,580,MEX,1824
KL,3090,AMS,580,MUC,346
KL,3090,AMS,580,NRT,2279
KL,3090,AMS,580,PRG,1587
KL,3090,AMS,580,SIN,3316
KL,3090,AMS,580,SVO,2985
KL,3090,AMS,580,VIE,1613
KL,3090,AMS,580,ZRH,1678
KL,3090,BRU,302,AMS,580
KL,3090,DEL,3093,AMS,580
KL,3090,GRU,2564,AMS,580
KL,3090,GVA,1665,AMS,580
KL,3090,IST,1701,AMS,580
KL,3090,LED,2948,AMS,580
KL,3090,MAD,1229,AMS,580
KL,3090,MAN,478,AMS,580
KL,3090,MEX,1824,AMS,580
KL,3090,MUC,346,AMS,580
KL,3090,NRT,2279,AMS,580
KL,3090,PRG,1587,AMS,580
KL,3090,SIN,3316,AMS,580
KL,3090,SVO,2985,AMS,580
KL,3090,VIE,1613,AMS,580
KL,3090,ZRH,1678,AMS,580
KQ,3126,DXB,2188,SVO,2985
KQ,3126,SVO,2985,DXB,2188
LH,3320,AGP,1230,FRA,340
LH,3320,BCN,1218,EWR,3494
LH,3320,BKK,3885,FRA,340
LH,3320,BKK,3885,MUC,346
LH,3320,BOS,3448,FRA,340
LH,3320,BOS,3448,MUC,346
LH,3320,BRU,302,IAD,3714
LH,3320,BRU,302,MUC,346
LH,3320,CLT,3876,MUC,346
LH,3320,CPH,609,MUC,346
LH,3320,DEN,3751,FRA,340
LH,3320,DUB,599,EWR,3494
LH,3320,DUS,345,EWR,3494
LH,3320,DUS,345,NRT,2279
LH,3320,DUS,345,OSL,644
LH,3320,EWR,3494,BCN,1218
LH,3320,EWR,3494,DUB,599
LH,3320,EWR,3494,DUS,345
LH,3320,EWR,3494,FCO,1555
LH,3320,EWR,3494,FRA,340
LH,3320,EWR,3494,MAD,1229
LH,3320,EWR,3494,MAN,478
LH,3320,EWR,3494,MUC,346
LH,3320,EWR,3494,MXP,1524
LH,3320,EWR,3494,TXL,351
LH,3320,FCO,1555,EWR,3494
LH,3320,FRA,340,AGP,1230
LH,3320,FRA,340,BKK,3885
LH,3320,FRA,340,BOS,3448
LH,3320,FRA,340,DEN,3751
LH,3320,FRA,340,EWR,3494
LH,3320,FRA,340,IAD,3714
LH,3320,FRA,340,IAH,3550
LH,3320,FRA,340,IST,1701
LH,3320,FRA,340,LAX,3484
LH,3320,FRA,340,LED,2948
LH,3320,FRA,340,MAN,478
LH,3320,FRA,340,MCO,3878
LH,3320,FRA,340,MEX,1824
LH,3320,FRA,340,MIA,3576
LH,3320,FRA,340,NCE,1354
LH,3320,FRA,340,ORD,3830
LH,3320,FRA,340,SFO,3469
LH,3320,FRA,340,SIN,3316
LH,3320,GVA,1665,MUC,346
LH,3320,HKG,3077,MUC,346
LH,3320,IAD,3714,BRU,302
LH,3320,IAD,3714,FRA,340
LH,3320,IAD,3714,MUC,346
LH,3320,IAH,3550,FRA,340
LH,3320,ICN,3930,MUC,346
LH,3320,IST,1701,FRA,340
LH,3320,IST,1701,MUC,346
LH,3320,JFK,3797,MUC,346
LH,3320,LAX,3484,FRA,340
LH,3320,LAX,3484,MUC,346
LH,3320,LED,2948,FRA,340
LH,3320,LED,2948,MUC,346
LH,3320,LIS,1638,MUC,346
LH,3320,MAD,1229,EWR,3494
LH,3320,MAN,478,EWR,3494
LH,3320,MAN,478,FRA,340
LH,3320,MAN,478,MUC,346
LH,3320,MCO,3878,FRA,340
LH,3320,MEX,1824,FRA,340
LH,3320,MEX,1824,MUC,346
LH,3320,MIA,3576,FRA,340
LH,3320,MUC,346,BKK,3885
LH,3320,MUC,346,BOS,3448
LH,3320,MUC,346,BRU,302
LH,3320,MUC,346,CLT,3876
LH,3320,MUC,346,CPH,609
LH,3320,MUC,346,EWR,3494
LH,3320,MUC,346,GVA,1665
LH,3320,MUC,346,HKG,3077
LH,3320,MUC,346,IAD,3714
LH,3320,MUC,346,ICN,3930
LH,3320,MUC,346,IST,1701
LH,3320,MUC,346,JFK,3797
LH,3320,MUC,346,LAX,3484
LH,3320,MUC,346,LED,2948
LH,3320,MUC,346,LIS,1638
LH,3320,MUC,346,MAN,478
LH,3320,MUC,346,MEX,1824
LH,3320,MUC,346,MXP,1524
LH,3320,MUC,346,NCE,1354
LH,3320,MUC,346,ORD,3830
LH,3320,MUC,346,PRG,1587
LH,3320,MUC,346,SFO,3469
LH,3320,MUC,346,ZRH,1678
LH,3320,MXP,1524,EWR,3494
LH,3320,MXP,1524,MUC,346
LH,3320,NCE,1354,FRA,340
LH,3320,NCE,1354,MUC,346
LH,3320,NRT,2279,DUS,345
LH,3320,ORD,3830,FRA,340
LH,3320,ORD,3830,MUC,346
LH,3320,OSL,644,DUS,345
LH,3320,PRG,1587,MUC,346
LH,3320,SFO,3469,FRA,340
LH,3320,SFO,3469,MUC,346
LH,3320,SIN,3316,FRA,340
LH,3320,TXL,351,EWR,3494
LH,3320,ZRH,1678,MUC,346
LS,3026,FCO,1555,MAN,478
LS,3026,MAN,478,FCO,1555
LS,3026,MAN,478,NCE,1354
LS,3026,MAN,478,PRG,1587
LS,3026,MAN,478,VIE,1613
LS,3026,NCE,1354,MAN,478
LS,3026,PRG,1587,MAN,478
LS,3026,VIE,1613,MAN,478
LX,4559,AGP,1230,GVA,1665
LX,4559,AGP,1230,ZRH,1678
LX,4559,ARN,737,ZRH,1678
LX,4559,ATH,3941,ZRH,1678
LX,4559,BCN,1218,GVA,1665
LX,4559,BKK,3885,ZRH,1678
LX,4559,BOS,3448,ZRH,1678
LX,4559,BRU,302,ZRH,1678
LX,4559,CPH,609,ZRH,1678
LX,4559,DME,4029,GVA,1665
LX,4559,DME,4029,ZRH,1678
LX,4559,EWR,3494,GVA,1665
LX,4559,EWR,3494,ZRH,1678
LX,4559,GRU,2564,ZRH,1678
LX,4559,GVA,1665,AGP,1230
LX,4559,GVA,1665,BCN,1218
LX,4559,GVA,1665,DME,4029
LX,4559,GVA,1665,EWR,3494
LX,4559,GVA,1665,IAD,3714
LX,4559,GVA,1665,JFK,3797
LX,4559,GVA,1665,LED,2948
LX,4559,GVA,1665,NCE,1354
LX,4559,GVA,1665,PMI,3998
LX,4559,GVA,1665,PRG,1587
LX,4559,GVA,1665,VIE,1613
LX,4559,HKG,3077,ZRH,1678
LX,4559,IAD,3714,GVA,1665
LX,4559,IAD,3714,ZRH,1678
LX,4559,IST,1701,ZRH,1678
LX,4559,JFK,3797,GVA,1665
LX,4559,LAS,3877,ZRH,1678
LX,4559,LAX,3484,ZRH,1678
LX,4559,LED,2948,GVA,1665
LX,4559,LED,2948,ZRH,1678
LX,4559,MAN,478,ZRH,1678
LX,4559,MIA,3576,ZRH,1678
LX,4559,MXP,1524,ZRH,1678
LX,4559,NCE,1354,GVA,1665
LX,4559,NCE,1354,ZRH,1678
LX,4559,NRT,2279,ZRH,1678
LX,4559,ORD,3830,ZRH,1678
LX,4559,OSL,644,ZRH,1678
LX,4559,PEK,3364,ZRH,1678
LX,4559,PMI,3998,GVA,1665
LX,4559,PRG,1587,GVA,1665
LX,4559,PRG,1587,ZRH,1678
LX,4559,PVG,3406,ZRH,1678
LX,4559,SFO,3469,ZRH,1678
LX,4559,SIN,3316,ZRH,1678
LX,4559,VIE,1613,GVA,1665
LX,4559,ZRH,1678,AGP,1230
LX,4559,ZRH,1678,ARN,737
LX,4559,ZRH,1678,ATH,3941
LX,4559,ZRH,1678,BKK,3885
LX,4559,ZRH,1678,BOS,3448
LX,4559,ZRH,1678,BRU,302
LX,4559,ZRH,1678,CPH,609
LX,4559,ZRH,1678,DME,4029
LX,4559,ZRH,1678,EWR,3494
LX,4559,ZRH,1678,GRU,2564
LX,4559,ZRH,1678,HKG,3077
LX,4559,ZRH,1678,IAD,3714
LX,4559,ZRH,1678,IST,1701
LX,4559,ZRH,1678,LAS,3877
LX,4559,ZRH,1678,LAX,3484
LX,4559,ZRH,1678,LED,2948
LX,4559,ZRH,1678,MAN,478
LX,4559,ZRH,1678,MIA,3576
LX,4559,ZRH,1678,MXP,1524
LX,4559,ZRH,1678,NCE,1354
LX,4559,ZRH,1678,NRT,2279
LX,4559,ZRH,1678,ORD,3830
LX,4559,ZRH,1678,OSL,644
LX,4559,ZRH,1678,PEK,3364
LX,4559,ZRH,1678,PRG,1587
LX,4559,ZRH,1678,PVG,3406
LX,4559,ZRH,1678,SFO,3469
LX,4559,ZRH,1678,SIN,3316
MH,3378,DOH,11051,KUL,3304
MH,3378,IST,1701,KUL,3304
MH,3378,KUL,3304,DOH,11051
MH,3378,KUL,3304,IST,1701
MI,4750,CKG,3393,SIN,3316
MI,4750,KMG,3382,SIN,3316
MI,4750,SIN,3316,CKG,3393
MI,4750,SIN,3316,KMG,3382
MU,1758,BKK,3885,CTU,3395
MU,1758,BKK,3885,KMG,3382
MU,1758,CTU,3395,BKK,3885
MU,1758,DXB,2188,KMG,3382
MU,1758,KMG,3382,BKK,3885
MU,1758,KMG,3382,DXB,2188
MU,1758,PVG,3406,SVO,2985
MU,1758,SVO,2985,PVG,3406
NH,324,DEN,3751,NRT,2279
NH,324,EWR,3494,NRT,2279
NH,324,IAD,3714,NRT,2279
NH,324,IAH,3550,NRT,2279
NH,324,IST,1701,NRT,2279
NH,324,NRT,2279,DEN,3751
NH,324,NRT,2279,EWR,3494
NH,324,NRT,2279,IAD,3714
NH,324,NRT,2279,IAH,3550
NH,324,NRT,2279,IST,1701
NH,324,NRT,2279,SFO,3469
NH,324,NRT,2279,VIE,1613
NH,324,SFO,3469,NRT,2279
NH,324,VIE,1613,NRT,2279
NK,4687,FLL,3533,LAS,3877
NK,4687,IAH,3550,LAS,3877
NK,4687,IAH,3550,MCO,3878
NK,4687,LAS,3877,FLL,3533
NK,4687,LAS,3877,IAH,3550
NK,4687,MCO,3878,IAH,3550
OK,1946,AGP,1230,PRG,1587
OK,1946,BRU,302,PRG,1587
OK,1946,LED,2948,PRG,1587
OK,1946,MXP,1524,PRG,1587
OK,1946,NCE,1354,PRG,1587
OK,1946,PMI,3998,PRG,1587
OK,1946,PRG,1587,AGP,1230
OK,1946,PRG,1587,BRU,302
OK,1946,PRG,1587,LED,2948
OK,1946,PRG,1587,MXP,1524
OK,1946,PRG,1587,NCE,1354
OK,1946,PRG,1587,PMI,3998
OK,1946,PRG,1587,SVO,2985
OK,1946,PRG,1587,TXL,351
OK,1946,SVO,2985,PRG,1587
OK,1946,TXL,351,PRG,1587
OM,3354,SVO,2985,TXL,351
OM,3354,TXL,351,SVO,2985
OR,1299,MIA,3576,AMS,580
OS,491,BRU,302,VIE,1613
OS,491,IAD,3714,VIE,1613
OS,491,IST,1701,VIE,1613
OS,491,JFK,3797,VIE,1613
OS,491,LED,2948,VIE,1613
OS,491,LIS,1638,VIE,1613
OS,491,ORD,3830,VIE,1613
OS,491,PRG,1587,VIE,1613
OS,491,VIE,1613,BRU,302
OS,491,VIE,1613,IAD,3714
OS,491,VIE,1613,IST,1701
OS,491,VIE,1613,JFK,3797
OS,491,VIE,1613,LED,2948
OS,491,VIE,1613,LIS,1638
OS,491,VIE,1613,ORD,3830
OS,491,VIE,1613,PRG,1587
OZ,28,DOH,11051,ICN,3930
OZ,28,ICN,3930,DOH,11051
PC,3926,ARN,737,SAW,4317
PC,3926,ATH,3941,SAW,4317
PC,3926,BCN,1218,SAW,4317
PC,3926,CPH,609,SAW,4317
PC,3926,DME,4029,SAW,4317
PC,3926,DOH,11051,SAW,4317
PC,3926,FCO,1555,SAW,4317
PC,3926,FRA,340,SAW,4317
PC,3926,MAD,1229,SAW,4317
PC,3926,ORY,1386,SAW,4317
PC,3926,SAW,4317,ARN,737
PC,3926,SAW,4317,ATH,3941
PC,3926,SAW,4317,BCN,1218
PC,3926,SAW,4317,CPH,609
PC,3926,SAW,4317,DME,4029
PC,3926,SAW,4317,DOH,11051
PC,3926,SAW,4317,FCO,1555
PC,3926,SAW,4317,FRA,340
PC,3926,SAW,4317,MAD,1229
PC,3926,SAW,4317,ORY,1386
PC,3926,SAW,4317,STN,548
PC,3926,SAW,4317,VIE,1613
PC,3926,SAW,4317,ZRH,1678
PC,3926,STN,548,SAW,4317
PC,3926,VIE,1613,SAW,4317
PC,3926,ZRH,1678,SAW,4317
PK,3871,CDG,1382,MXP,1524
PK,3871,MXP,1524,CDG,1382
QR,4091,ARN,737,DOH,11051
QR,4091,BKK,3885,DOH,11051
QR,4091,BRU,302,DOH,11051
QR,4091,CAN,3370,DOH,11051
QR,4091,CDG,1382,DOH,11051
QR,4091,CKG,3393,DOH,11051
QR,4091,CPH,609,DOH,11051
QR,4091,CTU,3395,DOH,11051
QR,4091,DME,4029,DOH,11051
QR,4091,DOH,11051,ARN,737
QR,4091,DOH,11051,BKK,3885
QR,4091,DOH,11051,BRU,302
QR,4091,DOH,11051,CAN,3370
QR,4091,DOH,11051,CDG,1382
QR,4091,DOH,11051,CKG,3393
QR,4091,DOH,11051,CPH,609
QR,4091,DOH,11051,CTU,3395
QR,4091,DOH,11051,DME,4029
QR,4091,DOH,11051,FCO,1555
QR,4091,DOH,11051,GRU,2564
QR,4091,DOH,11051,IST,1701
QR,4091,DOH,11051,JED,2072
QR,4091,DOH,11051,LHR,507
QR,4091,DOH,11051,MAN,478
QR,4091,DOH,11051,MUC,346
QR,4091,DOH,11051,MXP,1524
QR,4091,DOH,11051,OSL,644
QR,4091,DOH,11051,PEK,3364
QR,4091,DOH,11051,PVG,3406
QR,4091,DOH,11051,SIN,3316
QR,4091,DOH,11051,TXL,351
QR,4091,DOH,11051,VIE,1613
QR,4091,DOH,11051,YUL,146
QR,4091,DOH,11051,ZRH,1678
QR,4091,FCO,1555,DOH,11051
QR,4091,GRU,2564,DOH,11051
QR,4091,IST,1701,DOH,11051
QR,4091,JED,2072,DOH,11051
QR,4091,LHR,507,DOH,11051
QR,4091,MAN,478,DOH,11051
QR,4091,MUC,346,DOH,11051
QR,4091,MXP,1524,DOH,11051
QR,4091,OSL,644,DOH,11051
QR,4091,PEK,3364,DOH,11051
QR,4091,PVG,3406,DOH,11051
QR,4091,SIN,3316,DOH,11051
QR,4091,TXL,351,DOH,11051
QR,4091,VIE,1613,DOH,11051
QR,4091,YUL,146,DOH,11051
QR,4091,ZRH,1678,DOH,11051
S4,4304,AGP,1230,LIS,1638
S4,4304,ARN,737,LIS,1638
S4,4304,BOS,3448,LIS,1638
S4,4304,LGW,502,LIS,1638
S4,4304,LIS,1638,ARN,737
S4,4304,LIS,1638,BOS,3448
S4,4304,LIS,1638,LGW,502
S4,4304,LIS,1638,YYZ,193
S4,4304,YYZ,193,LIS,1638
S7,4329,DME,4029,LIS,1638
S7,4329,LIS,1638,DME,4029
SK,4319,ARN,737,BRU,302
SK,4319,ARN,737,EWR,3494
SK,4319,ARN,737,IST,1701
SK,4319,ARN,737,LED,2948
SK,4319,ARN,737,ORD,3830
SK,4319,ARN,737,SVO,2985
SK,4319,BKK,3885,CPH,609
SK,4319,BRU,302,ARN,737
SK,4319,BRU,302,OSL,644
SK,4319,CPH,609,BKK,3885
SK,4319,CPH,609,EWR,3494
SK,4319,CPH,609,IAD,3714
SK,4319,CPH,609,IST,1701
SK,4319,CPH,609,LED,2948
SK,4319,CPH,609,MAN,478
SK,4319,CPH,609,MXP,1524
SK,4319,CPH,609,NRT,2279
SK,4319,CPH,609,ORD,3830
SK,4319,CPH,609,PVG,3406
SK,4319,CPH,609,SFO,3469
SK,4319,CPH,609,SIN,3316
SK,4319,CPH,609,SVO,2985
SK,4319,EWR,3494,ARN,737
SK,4319,EWR,3494,CPH,609
SK,4319,EWR,3494,OSL,644
SK,4319,IAD,3714,CPH,609
SK,4319,IST,1701,ARN,737
SK,4319,IST,1701,CPH,609
SK,4319,IST,1701,OSL,644
SK,4319,LED,2948,ARN,737
SK,4319,LED,2948,CPH,609
SK,4319,MAN,478,CPH,609
SK,4319,MXP,1524,CPH,609
SK,4319,NRT,2279,CPH,609
SK,4319,ORD,3830,ARN,737
SK,4319,ORD,3830,CPH,609
SK,4319,OSL,644,BRU,302
SK,4319,OSL,644,EWR,3494
SK,4319,OSL,644,IST,1701
SK,4319,OSL,644,SVO,2985
SK,4319,PVG,3406,CPH,609
SK,4319,SFO,3469,CPH,609
SK,4319,SIN,3316,CPH,609
SK,4319,SVO,2985,ARN,737
SK,4319,SVO,2985,CPH,609
SK,4319,SVO,2985,OSL,644
SN,1531,BKK,3885,BRU,302
SN,1531,BRU,302,BKK,3885
SN,1531,BRU,302,DME,4029
